original_index,label,label_name,source_file,source_file_name,device,attack_type,true_label,pred_label,true_label_name,pred_label_name,attack_probability,confidence,confidence_uncertainty,entropy,entropy_norm,correct,priority_score,model
66929,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9988218,0.9988218,0.001178205,0.009122897,0.013161558173180933,0,0.5035950059567029,UVIF-IoT + T
61599,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,1,benign,attack,0.9988218,0.9988218,0.001178205,0.009122957,0.013161644164506364,0,0.5035950317541005,UVIF-IoT + T
483698,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,1,benign,attack,0.9988218,0.9988218,0.001178205,0.009122891,0.013161550111494173,0,0.5035950035381969,UVIF-IoT + T
41993,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.benign.csv,1.benign.csv,device_1,benign,0,1,benign,attack,0.9988218,0.9988218,0.001178205,0.009122755,0.013161353943783033,0,0.5035949446878835,UVIF-IoT + T
31908,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\2.benign.csv,2.benign.csv,device_2,benign,0,1,benign,attack,0.9988218,0.9988218,0.001178205,0.009122724,0.013161308260891397,0,0.503594930983016,UVIF-IoT + T
110625,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\9.benign.csv,9.benign.csv,device_9,benign,0,1,benign,attack,0.9986577,0.9986577,0.0013422966,0.010218296,0.014741885254127923,0,0.5040198765961358,UVIF-IoT + T
36790,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\9.benign.csv,9.benign.csv,device_9,benign,0,1,benign,attack,0.9986577,0.9986577,0.0013422966,0.010218296,0.014741885254127923,0,0.5040198765961358,UVIF-IoT + T
269292,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.99533045,0.99533045,0.004669547,0.029718943,0.0428753716003393,0,0.5114617473790868,UVIF-IoT + T
263128,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9939809,0.9939809,0.0060191154,0.03677561,0.05305599210732005,0,0.5141110630443627,UVIF-IoT + T
453372,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9939809,0.9939809,0.0060191154,0.03677561,0.05305599210732005,0,0.5141110630443627,UVIF-IoT + T
93066,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9939809,0.9939809,0.0060191154,0.03677561,0.05305599210732005,0,0.5141110630443627,UVIF-IoT + T
287233,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,1,benign,attack,0.99352527,0.99352527,0.0064747334,0.039085377,0.05638827958031727,0,0.5149740638450138,UVIF-IoT + T
437443,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.9911398,0.9911398,0.008860171,0.050695732,0.07313848149097997,0,0.519283493241495,UVIF-IoT + T
346839,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.9868593,0.9868593,0.013140678,0.06997982,0.10095953447960986,0,0.5263456568687206,UVIF-IoT + T
136886,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.9868593,0.9868593,0.013140678,0.06997982,0.10095953447960986,0,0.5263456568687206,UVIF-IoT + T
257894,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9785231,0.9785231,0.021476924,0.10373263,0.149654551760086,0,0.5384532882953371,UVIF-IoT + T
508088,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9774859,0.9774859,0.022514105,0.10766865,0.1553330319306115,0,0.5398456784056384,UVIF-IoT + T
167117,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.975436,0.975436,0.024564028,0.11530566,0.16635090697765512,0,0.5425360639436846,UVIF-IoT + T
501815,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.975436,0.975436,0.024564028,0.11530566,0.16635090697765512,0,0.5425360639436846,UVIF-IoT + T
226089,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9747678,0.9747678,0.025232196,0.117756546,0.16988678428806903,0,0.5433963767164292,UVIF-IoT + T
410070,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9688682,0.9688682,0.031131804,0.13865465,0.20003637488022455,0,0.5506713712672442,UVIF-IoT + T
148072,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,1,benign,attack,0.93581486,0.93581486,0.06418514,0.23833098,0.3438389159750645,0,0.5838961325961859,UVIF-IoT + T
376806,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.930166,0.930166,0.069833994,0.25320944,0.36530400613575753,0,0.5886410036672043,UVIF-IoT + T
187465,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9103677,0.9103677,0.08963227,0.30168626,0.4352412670570713,0,0.6036826983010203,UVIF-IoT + T
157320,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.8776656,0.8776656,0.12233442,0.37155056,0.5360341503479951,0,0.6241099200176856,UVIF-IoT + T
119115,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,1,benign,attack,0.87409806,0.87409806,0.12590194,0.37852156,0.5460911798224996,0,0.6260567734463856,UVIF-IoT + T
236905,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\2.benign.csv,2.benign.csv,device_2,benign,0,1,benign,attack,0.8406891,0.8406891,0.15931088,0.4385254,0.6326584321559807,0,0.6420042679399651,UVIF-IoT + T
401810,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.7709407,0.7709407,0.22905928,0.5381372,0.7763678661432097,0,0.6641925783886382,UVIF-IoT + T
135460,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.7709407,0.7709407,0.22905928,0.5381372,0.7763678661432097,0,0.6641925783886382,UVIF-IoT + T
207750,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.7709407,0.7709407,0.22905928,0.5381372,0.7763678661432097,0,0.6641925783886382,UVIF-IoT + T
69907,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,1,benign,attack,0.7658523,0.7658523,0.23414773,0.5442397,0.7851719160148533,0,0.6653072587927887,UVIF-IoT + T
369651,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,1,benign,attack,0.54209167,0.54209167,0.45790833,0.6895996,0.9948818850494836,0,0.6610920643203679,UVIF-IoT + T
