original_index,label,label_name,source_file,source_file_name,device,attack_type,true_label,pred_label,true_label_name,pred_label_name,attack_probability,confidence,confidence_uncertainty,entropy,entropy_norm,correct,priority_score,model
305949,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.15263395,0.8473661,0.1526339,0.4272508,0.6163926140070153,1,0.291761540713912,UVIF-IoT + T
178016,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.15187976,0.8481202,0.15187979,0.42595592,0.6145244954576807,1,0.2906731849476909,UVIF-IoT + T
405308,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.15075086,0.8492492,0.15075082,0.42400932,0.6117161477560792,1,0.289040438531488,UVIF-IoT + T
203255,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.15001489,0.84998506,0.15001494,0.42273498,0.6098776532183557,1,0.28797372908802243,UVIF-IoT + T
73906,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,0,benign,benign,0.14418882,0.8558112,0.14418882,0.41249514,0.5951046874745423,1,0.27946358153592743,UVIF-IoT + T
470157,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.14418536,0.85581464,0.14418536,0.412489,0.5950958303680228,1,0.2794585048279228,UVIF-IoT + T
645272,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,1,attack,attack,0.85734034,0.85734034,0.14265966,0.40976238,0.5911621571861632,1,0.6345507482821622,UVIF-IoT + T
195527,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.14148822,0.8585118,0.1414882,0.40765584,0.5881230517627665,1,0.2754786661834081,UVIF-IoT + T
493210,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.1323612,0.8676388,0.13236117,0.3908507,0.5638783565009974,1,0.261816343764822,UVIF-IoT + T
825366,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,1,attack,attack,0.86850965,0.86850965,0.13149035,0.38921008,0.5615114452684979,1,0.6290063290222008,UVIF-IoT + T
138655,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.12858246,0.87141746,0.12858254,0.3836832,0.5535378566222082,1,0.2560690961282459,UVIF-IoT + T
706688,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.tcp.csv,1.gafgyt.tcp.csv,device_1,gafgyt+tcp,1,0,attack,benign,0.12767412,0.87232584,0.12767416,0.38194132,0.5510248461278009,0,0.254679345530621,UVIF-IoT + T
119115,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,1,benign,attack,0.87409806,0.87409806,0.12590194,0.37852156,0.5460911798224996,0,0.6260567734463856,UVIF-IoT + T
157320,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,1,benign,attack,0.8776656,0.8776656,0.12233442,0.37155056,0.5360341503479951,0,0.6241099200176856,UVIF-IoT + T
715310,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,1,attack,attack,0.88051903,0.88051903,0.11948097,0.36588964,0.5278671672108102,1,0.6225158595342137,UVIF-IoT + T
880123,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.11757277,0.8824272,0.117572784,0.36206084,0.5223433854347358,0,0.2390039580215779,UVIF-IoT + T
298302,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.11722041,0.8827796,0.1172204,0.36135,0.5213178528876409,1,0.23844964119885279,UVIF-IoT + T
485956,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.11640659,0.88359344,0.11640656,0.3597037,0.5189427294835627,1,0.23716742533460794,UVIF-IoT + T
215361,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.11314119,0.8868588,0.11314118,0.35303277,0.5093186233369427,1,0.23199441683077562,UVIF-IoT + T
431430,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.11307301,0.886927,0.11307299,0.35289237,0.509116070769889,1,0.23188592636664593,UVIF-IoT + T
56709,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.11279815,0.88720185,0.112798154,0.35232586,0.5082987662173262,1,0.23144833493283243,UVIF-IoT + T
351002,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.11279815,0.88720185,0.112798154,0.35232586,0.5082987662173262,1,0.23144833493283243,UVIF-IoT + T
480611,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.11279815,0.88720185,0.112798154,0.35232586,0.5082987662173262,1,0.23144833493283243,UVIF-IoT + T
525174,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,0,benign,benign,0.111076966,0.888923,0.11107701,0.34876114,0.5031559690085756,1,0.22870067542039477,UVIF-IoT + T
490431,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.10898246,0.89101756,0.108982444,0.3443826,0.49683908923804737,1,0.22533944526118033,UVIF-IoT + T
765648,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.108815946,0.8911841,0.10881591,0.3440326,0.4963341051794515,0,0.2250713857101627,UVIF-IoT + T
187333,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.10779734,0.8922027,0.107797325,0.3418852,0.49323609569813426,1,0.22342896416528707,UVIF-IoT + T
195101,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.10779734,0.8922027,0.107797325,0.3418852,0.49323609569813426,1,0.22342896416528707,UVIF-IoT + T
211989,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.105864555,0.8941355,0.105864525,0.33778083,0.48731473302892775,1,0.22029960257128456,UVIF-IoT + T
248151,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.10572929,0.8942707,0.10572928,0.33749217,0.4868982770398635,1,0.22007998379633958,UVIF-IoT + T
217365,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.10563267,0.8943674,0.1056326,0.33728576,0.4866004890798945,1,0.2199230035871094,UVIF-IoT + T
216578,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.10378126,0.8962187,0.10378128,0.3333127,0.4808685653006134,1,0.21690745756313495,UVIF-IoT + T
350386,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.102363385,0.8976366,0.10236341,0.33024508,0.47644293574596075,1,0.21458725450368113,UVIF-IoT + T
88661,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\8.benign.csv,8.benign.csv,device_8,benign,0,0,benign,benign,0.09856082,0.90143913,0.09856087,0.32190925,0.464416876901728,1,0.2083176461516446,UVIF-IoT + T
224065,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09795497,0.902045,0.09795499,0.32056624,0.4624793203571076,1,0.2073122809648107,UVIF-IoT + T
695652,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,1,attack,attack,0.90209216,0.90209216,0.09790784,0.32046157,0.46232831958965004,1,0.609326144632803,UVIF-IoT + T
180625,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.09728196,0.902718,0.09728199,0.3190695,0.4603199921841996,1,0.2061933785765045,UVIF-IoT + T
512368,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.097138055,0.90286195,0.09713805,0.3187487,0.4598571868707278,1,0.20595379395692165,UVIF-IoT + T
497885,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.096572444,0.9034276,0.0965724,0.31748587,0.4580352886588126,1,0.20501128946455566,UVIF-IoT + T
463112,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09604797,0.90395206,0.09604794,0.31631163,0.45634121655215126,1,0.20413593674835354,UVIF-IoT + T
230254,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.09521981,0.9047802,0.09521979,0.31445104,0.45365695433314723,1,0.20275095075814747,UVIF-IoT + T
1060187,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,0,attack,benign,0.094749,0.905251,0.094748974,0.3133897,0.45212574979685294,0,0.20196202227778,UVIF-IoT + T
256448,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09400376,0.9059962,0.0940038,0.31170452,0.44969456004859354,1,0.20071100736487313,UVIF-IoT + T
4400,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09400376,0.9059962,0.0940038,0.31170452,0.44969456004859354,1,0.20071100736487313,UVIF-IoT + T
451636,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09356941,0.9064306,0.0935694,0.31071925,0.44827312343921244,1,0.19998052377583378,UVIF-IoT + T
520889,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09224023,0.9077598,0.092240214,0.30769047,0.44390351723307836,1,0.1977392134090497,UVIF-IoT + T
456092,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\3.benign.csv,3.benign.csv,device_3,benign,0,0,benign,benign,0.09224023,0.9077598,0.092240214,0.30769047,0.44390351723307836,1,0.1977392134090497,UVIF-IoT + T
477563,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.09190874,0.90809125,0.09190875,0.30693185,0.44280906263865016,1,0.1971788380112558,UVIF-IoT + T
809956,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.udp.csv,1.gafgyt.udp.csv,device_1,gafgyt+udp,1,0,attack,benign,0.09172762,0.9082723,0.091727674,0.30651683,0.4422103050396713,0,0.19687243724006034,UVIF-IoT + T
187465,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\5.benign.csv,5.benign.csv,device_5,benign,0,1,benign,attack,0.9103677,0.9103677,0.08963227,0.30168626,0.4352412670570713,0,0.6036826983010203,UVIF-IoT + T
101006,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.08836356,0.9116365,0.08836353,0.29873523,0.4309838365349624,1,0.19114963638286153,UVIF-IoT + T
469655,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.benign.csv,1.benign.csv,device_1,benign,0,0,benign,benign,0.08770159,0.91229844,0.08770156,0.29718763,0.42875111476579875,1,0.1900164403051125,UVIF-IoT + T
166669,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.benign.csv,1.benign.csv,device_1,benign,0,0,benign,benign,0.087476045,0.9125239,0.087476075,0.2966591,0.4279886296831985,1,0.18962982629070937,UVIF-IoT + T
339136,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.benign.csv,1.benign.csv,device_1,benign,0,0,benign,benign,0.08614731,0.91385263,0.08614737,0.29353234,0.4234776537380552,1,0.18734642351454303,UVIF-IoT + T
539483,1,attack,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\1.gafgyt.scan.csv,1.gafgyt.scan.csv,device_1,gafgyt+scan,1,1,attack,attack,0.9140014,0.9140014,0.085998595,0.29318094,0.4229706918789743,1,0.6010916295079529,UVIF-IoT + T
520497,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.08541207,0.914588,0.085412025,0.29179245,0.42096752395304976,1,0.1860786984714059,UVIF-IoT + T
302371,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.08485369,0.9151463,0.08485371,0.2904666,0.4190547329101536,1,0.1851140055630676,UVIF-IoT + T
126343,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\6.benign.csv,6.benign.csv,device_6,benign,0,0,benign,benign,0.08215173,0.9178482,0.08215177,0.28399348,0.40971598897697764,1,0.18042101710832786,UVIF-IoT + T
407342,0,benign,F:\MBZUAI UAE\16-Conference\1-UVIF-IoT-WiMob26\data\nbaiot\4.benign.csv,4.benign.csv,device_4,benign,0,0,benign,benign,0.081878394,0.9181216,0.08187842,0.28333327,0.4087635060608367,1,0.17994393387317598,UVIF-IoT + T
